Geocode Address,Geocode Street,Case Number,Occurred From Date Year,Occurred From Date Month,Occurred From Time,Occurred From Timestamp,Occurred Through Date Year,Occurred Through Date Month,Occurred Through Time,Occurred Through Timestamp,Reported Date Year,Reported Date Month,Reported Time,Reported Timestamp,Address StreetFull,Address City,Address State,Patrol Beat,Patrol Section,Case Status,Statute Title,Statute Section,Statute Subsection,Statute Degree,Statute Class,Statute Category,Statute Text,Statute Description,Statute Crime Category,Statute Attempted,Weapon Description,Larceny Type,Location Type,Geo Beat,Geo Section,Geo Section Num
"922 Jay St, Rochester, NY, 14606",922 JAY ST,2018-00230332,2018,9,1931,"9/15/2018, 3:31 PM",2018,9,1931,"9/15/2018, 3:31 PM",2018,9,1014,"9/17/2018, 10:14 AM",922 JAY ST,Rochester,NY,281,Lake,Warrant Application,PL ,120.05   ,02    ,2,D,F,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Aggravated Assault,Completed,Blunt Object,* No Larceny Type Specified *,Street,281,Lake,1
"60 Lorimer St, Rochester, NY, 14608",60 LORIMER ST,2018-00225259,2018,9,0314,"9/11/2018, 11:14 PM",2018,9,0314,"9/11/2018, 11:14 PM",2018,9,0314,"9/12/2018, 3:14 AM",60 LORIMER ST,Rochester,NY,271,Lake,Exceptional Clearance,PL ,120.05   ,02    ,2,D,F,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Aggravated Assault,Completed,Other Weapon,* No Larceny Type Specified *,Street,271,Lake,1
"646 Joseph Ave, Rochester, NY, 14621",646 JOSEPH AVE,2018-00242251,2018,9,0001,"9/29/2018, 8:01 PM",2018,9,0019,"9/29/2018, 8:19 PM",2018,9,0019,"9/30/2018, 12:19 AM",646 JOSEPH AVE,Rochester,NY,257,Clinton,Cleared by Arrest - Adult,PL ,120.14   ,01    ,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,Aggravated Assault,Completed,Knife/Cutting Instrument,* No Larceny Type Specified *,Variety/Convenience Store,257,Clinton,7
"619 Monroe Ave, Rochester, NY, 14607",619 MONROE AVE,2018-00232973,2018,9,2128,"9/19/2018, 5:28 PM",2018,9,2128,"9/19/2018, 5:28 PM",2018,9,2128,"9/19/2018, 9:28 PM",619 MONROE AVE,Rochester,NY,265,Goodman,Office,PL ,120.14   ,01    ,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,Aggravated Assault,Completed,Blunt Object,* No Larceny Type Specified *,Street,265,Goodman,5
"106 Parsells Ave, Rochester, NY, 14609",106 PARSELLS AVE,2018-00237659,2018,9,0024,"9/24/2018, 8:24 PM",2018,9,0024,"9/24/2018, 8:24 PM",2018,9,0024,"9/25/2018, 12:24 AM",106 PARSELLS AVE,Rochester,NY,215,Goodman,Cleared by Arrest - Adult,PL ,120.14   ,01    ,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,Aggravated Assault,Completed,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,215,Goodman,5
"411 Genesee St, Rochester, NY, 14619",411 GENESEE ST,2018-00237556,2018,9,2132,"9/24/2018, 5:32 PM",2018,9,2132,"9/24/2018, 5:32 PM",2018,9,1530,"9/25/2018, 3:30 PM",411 GENESEE ST,Rochester,NY,223,Genesee,Warrant Application,PL ,120.14   ,01    ,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,Aggravated Assault,Completed,Other Weapon,* No Larceny Type Specified *,Other Retail Store,223,Genesee,3
"598 Jefferson Ave, Rochester, NY, 14608",598 JEFFERSON AVE,2018-00244902,2018,10,1200,"10/3/2018, 8:00 AM",2018,10,1216,"10/3/2018, 8:16 AM",2018,10,1216,"10/3/2018, 12:16 PM",598 JEFFERSON AVE,Rochester,NY,233,Genesee,Field,PL ,120.05   ,02    ,2,D,F,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Aggravated Assault,Completed,Firearm,* No Larceny Type Specified *,Street,233,Genesee,3
"168 Cady St, Rochester, NY, 14611",168 CADY ST,2018-00261328,2018,10,0608,"10/23/2018, 2:08 AM",2018,10,0608,"10/23/2018, 2:08 AM",2018,10,0608,"10/23/2018, 6:08 AM",168 CADY ST,Rochester,NY,233,Genesee,Field,PL ,120.14   ,01    ,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,Aggravated Assault,Completed,Semiautomatic Handgun,* No Larceny Type Specified *,Street,233,Genesee,3
"262 S Goodman St, Rochester, NY, 14607",262 S GOODMAN ST,2018-00212112,2018,8,0225,"8/28/2018, 10:25 PM",2018,8,0232,"8/28/2018, 10:32 PM",2018,8,0232,"8/29/2018, 2:32 AM",262 S GOODMAN ST,Rochester,NY,245,Goodman,Field,PL ,120.14   ,01    ,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,Aggravated Assault,Completed,Firearm,* No Larceny Type Specified *,Multiple Dwelling,245,Goodman,5
"350 Parsells Ave, Rochester, NY, 14609",350 PARSELLS AVE,2018-00241622,2018,9,1107,"9/29/2018, 7:07 AM",2018,9,1107,"9/29/2018, 7:07 AM",2018,9,1107,"9/29/2018, 11:07 AM",350 PARSELLS AVE,Rochester,NY,215,Goodman,Office,PL ,120.14   ,01    ,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,Aggravated Assault,Completed,Semiautomatic Handgun,* No Larceny Type Specified *,Multiple Dwelling,215,Goodman,5
"46 Thomas St, Rochester, NY, 14605",46 THOMAS ST,2018-00233828,2018,9,1956,"9/20/2018, 3:56 PM",2018,9,1956,"9/20/2018, 3:56 PM",2018,9,1956,"9/20/2018, 7:56 PM",46 THOMAS ST,Rochester,NY,277,Clinton,Field,PL ,120.05   ,02    ,2,D,F,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Aggravated Assault,Completed,Firearm,* No Larceny Type Specified *,Street,277,Clinton,7
"100 Chili Ave, Rochester, NY, 14611",100 CHILI AVE,2018-00231206,2018,9,2200,"9/10/2018, 6:00 PM",2018,9,2200,"9/10/2018, 6:00 PM",2018,9,0734,"9/18/2018, 7:34 AM",100 CHILI AVE,Rochester,NY,203,Genesee,Cleared by Arrest - Adult,PL ,120.05   ,02    ,2,D,F,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Aggravated Assault,Completed,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,203,Genesee,3
"25 Longview Ter, Rochester, NY, 14609",25 LONGVIEW TER,2018-00253145,2018,10,2000,"10/12/2018, 4:00 PM",2018,10,2000,"10/12/2018, 4:00 PM",2018,10,2030,"10/12/2018, 8:30 PM",25 LONGVIEW TER,Rochester,NY,205,Goodman,Office,PL ,120.14   ,01    ,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,Aggravated Assault,Completed,Semiautomatic Handgun,* No Larceny Type Specified *,Single Family Home,205,Goodman,5
"841 N Clinton Ave, Rochester, NY, 14605",841 N CLINTON AVE,2018-00222606,2018,9,2323,"9/8/2018, 7:23 PM",2018,9,2323,"9/9/2018, 7:23 PM",2018,9,2323,"9/8/2018, 11:23 PM",841 N CLINTON AVE,Rochester,NY,277,Clinton,Office,PL ,120.06   ,      ,2,C,F,Aggravated Assault,Gang Assault 2nd: Cause Serious Physical Injury             ,Aggravated Assault,Completed,Personal Weapons,* No Larceny Type Specified *,Street,277,Clinton,7
"588 Child St, Rochester, NY, 14606",588 CHILD ST,2018-00229857,2018,9,1937,"9/16/2018, 3:37 PM",2018,9,1937,"9/16/2018, 3:37 PM",2018,9,1937,"9/16/2018, 7:37 PM",588 CHILD ST,Rochester,NY,291,Lake,Warrant Application,PL ,120.14   ,01    ,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,Aggravated Assault,Completed,Knife/Cutting Instrument,* No Larceny Type Specified *,Single Family Home,291,Lake,1
"997 N Clinton Ave, Rochester, NY, 14621",997 N CLINTON AVE,2018-00257989,2018,10,1800,"10/18/2018, 2:00 PM",2018,10,1900,"10/18/2018, 3:00 PM",2018,10,2043,"10/18/2018, 8:43 PM",997 N CLINTON AVE,Rochester,NY,247,Clinton,Field,PL ,120.05   ,02    ,2,D,F,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Aggravated Assault,Completed,Unknown,* No Larceny Type Specified *,Other Outside Location,247,Clinton,7
"658 Campbell St, Rochester, NY, 14611",658 CAMPBELL ST,2018-00231008,2018,9,2315,"9/17/2018, 7:15 PM",2018,9,2323,"9/17/2018, 7:23 PM",2018,9,2323,"9/17/2018, 11:23 PM",658 CAMPBELL ST,Rochester,NY,281,Lake,Cleared by Arrest - Adult,PL ,120.14   ,01    ,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,Aggravated Assault,Completed,Shotgun,* No Larceny Type Specified *,Multiple Dwelling,281,Lake,1
"177 Shelter St, Rochester, NY, 14611",177 SHELTER ST,2018-00241467,2018,9,0244,"9/28/2018, 10:44 PM",2018,9,0244,"9/28/2018, 10:44 PM",2018,9,0244,"9/29/2018, 2:44 AM",177 SHELTER ST,Rochester,NY,253,Genesee,Cleared by Arrest - Adult,PL ,120.14   ,01    ,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,Aggravated Assault,Completed,Firearm,* No Larceny Type Specified *,Single Family Home,253,Genesee,3
"229 Jay St, Rochester, NY, 14608",229 JAY ST,2018-00235146,2018,9,0345,"9/21/2018, 11:45 PM",2018,9,0354,"9/21/2018, 11:54 PM",2018,9,0354,"9/22/2018, 3:54 AM",229 JAY ST,Rochester,NY,209,Central,Field,PL ,120.05   ,02    ,2,D,F,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Aggravated Assault,Completed,Knife/Cutting Instrument,* No Larceny Type Specified *,Other Outside Location,209,Central,9
"119 State St, Rochester, NY, 14614",119 STATE ST,2018-00248625,2018,10,1830,"10/7/2018, 2:30 PM",2018,10,1840,"10/7/2018, 2:40 PM",2018,10,1857,"10/7/2018, 6:57 PM",119 STATE ST,Rochester,NY,209,Central,Cleared by Arrest - Adult,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,209,Central,9
"113 Tremont Cir, Rochester, NY, 14608",113 TREMONT CIR,2018-00214141,2018,8,0030,"8/30/2018, 8:30 PM",2018,8,0400,"8/31/2018, 12:00 AM",2018,8,0746,"8/31/2018, 7:46 AM",113 TREMONT CIR,Rochester,NY,209,Central,Office,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Garage/Shed,209,Central,9
"240 Whitney St, Rochester, NY, 14606",240 WHITNEY ST,2018-00234162,2018,9,1700,"9/20/2018, 1:00 PM",2018,9,0850,"9/21/2018, 4:50 AM",2018,9,0852,"9/21/2018, 8:52 AM",240 WHITNEY ST,Rochester,NY,291,Lake,Office,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,291,Lake,1
"250 Holland St, Rochester, NY, 14605",250 HOLLAND ST,2018-00236722,2018,9,2300,"9/23/2018, 7:00 PM",2018,9,0200,"9/23/2018, 10:00 PM",2018,9,0213,"9/24/2018, 2:13 AM",250 HOLLAND ST,Rochester,NY,287,Clinton,Office,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,287,Clinton,7
"44 Woodward St, Rochester, NY, 14605",44 WOODWARD ST,2018-00218745,2018,9,0000,"9/4/2018, 8:00 PM",2018,9,0730,"9/5/2018, 3:30 AM",2018,9,0813,"9/5/2018, 8:13 AM",44 WOODWARD ST,Rochester,NY,287,Clinton,Office,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,287,Clinton,7
"184 Van Auker St, Rochester, NY, 14608",184 VAN AUKER ST,2018-00245587,2018,10,2000,"10/3/2018, 4:00 PM",2018,10,0504,"10/4/2018, 1:04 AM",2018,10,0504,"10/4/2018, 5:04 AM",184 VAN AUKER ST,Rochester,NY,213,Genesee,Field,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,213,Genesee,3
"162 Holland St, Rochester, NY, 14605",162 HOLLAND ST,2018-00247093,2018,10,1630,"10/5/2018, 12:30 PM",2018,10,2000,"10/5/2018, 4:00 PM",2018,10,2010,"10/5/2018, 8:10 PM",162 HOLLAND ST,Rochester,NY,287,Clinton,Office,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,287,Clinton,7
"170 Curtis St, Rochester, NY, 14613",170 CURTIS ST,2018-00243832,2018,10,0251,"10/1/2018, 10:51 PM",2018,10,0251,"10/1/2018, 10:51 PM",2018,10,0251,"10/2/2018, 2:51 AM",170 CURTIS ST,Rochester,NY,261,Lake,Office,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,261,Lake,1
"125 E Main St, Rochester, NY, 14604",125 E MAIN ST,2018-00226633,2018,9,0210,"9/12/2018, 10:10 PM",2018,9,0440,"9/13/2018, 12:40 AM",2018,9,1245,"9/13/2018, 12:45 PM",125 E MAIN ST,Rochester,NY,219,Central,Cleared by Arrest - Adult,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Restaurant,219,Central,9
"158 Champlain St, Rochester, NY, 14608",158 CHAMPLAIN ST,2018-00219432,2018,9,1800,"9/5/2018, 2:00 PM",2018,9,1947,"9/5/2018, 3:47 PM",2018,9,1947,"9/5/2018, 7:47 PM",158 CHAMPLAIN ST,Rochester,NY,233,Genesee,Office,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,233,Genesee,3
"172 Melville St, Rochester, NY, 14609",172 MELVILLE ST,2018-00250270,2018,10,1500,"10/7/2018, 11:00 AM",2018,10,1730,"10/9/2018, 1:30 PM",2018,10,1803,"10/9/2018, 6:03 PM",172 MELVILLE ST,Rochester,NY,215,Goodman,Office,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,215,Goodman,5
"172 Melville St, Rochester, NY, 14609",172 MELVILLE ST,2018-00222154,2018,9,1500,"9/6/2018, 11:00 AM",2018,9,1800,"9/6/2018, 2:00 PM",2018,9,1418,"9/8/2018, 2:18 PM",172 MELVILLE ST,Rochester,NY,215,Goodman,Field,PL ,140.30   ,01    ,1,B,F,Burglary,Burglary 1st: Dwelling With Explosives Or Deadly Weapon     ,Burglary,Completed,Shotgun,* No Larceny Type Specified *,Multiple Dwelling,215,Goodman,5
"325 Ravine Ave, Rochester, NY, 14613",325 RAVINE AVE,2018-00234296,2018,9,0600,"9/11/2018, 2:00 AM",2018,9,0600,"9/20/2018, 2:00 AM",2018,9,1136,"9/21/2018, 11:36 AM",325 RAVINE AVE,Rochester,NY,251,Lake,Office,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,251,Lake,1
"243 Melville St, Rochester, NY, 14609",243 MELVILLE ST,2018-00234982,2018,9,0800,"9/21/2018, 4:00 AM",2018,9,2315,"9/21/2018, 7:15 PM",2018,9,2315,"9/21/2018, 11:15 PM",243 MELVILLE ST,Rochester,NY,215,Goodman,Office,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,215,Goodman,5
"95 Morton St, Rochester, NY, 14609",95 MORTON ST,2018-00241568,2018,9,2200,"9/27/2018, 6:00 PM",2018,9,0800,"9/29/2018, 4:00 AM",2018,9,0925,"9/29/2018, 9:25 AM",95 MORTON ST,Rochester,NY,205,Goodman,Office,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,205,Goodman,5
"52 Violetta St, Rochester, NY, 14608",52 VIOLETTA ST,2018-00235722,2018,9,2000,"9/22/2018, 4:00 PM",2018,9,2029,"9/22/2018, 4:29 PM",2018,9,2029,"9/22/2018, 8:29 PM",52 VIOLETTA ST,Rochester,NY,233,Genesee,Office,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,233,Genesee,3
"207 Central Park, Rochester, NY, 14605",207 CENTRAL PARK,2018-00215972,2018,9,0350,"9/1/2018, 11:50 PM",2018,9,0403,"9/2/2018, 12:03 AM",2018,9,0403,"9/2/2018, 4:03 AM",207 CENTRAL PARK,Rochester,NY,297,Clinton,Office,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,297,Clinton,7
"378 Colvin St, Rochester, NY, 14611",378 COLVIN ST,2018-00246957,2018,10,1500,"10/4/2018, 11:00 AM",2018,10,1341,"10/5/2018, 9:41 AM",2018,10,1341,"10/5/2018, 1:41 PM",378 COLVIN ST,Rochester,NY,291,Lake,Office,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,Burglary,Attempted,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,291,Lake,1
"340 Lake Ave, Rochester, NY, 14613",340 LAKE AVE,2018-00245627,2018,10,1500,"10/3/2018, 11:00 AM",2018,10,0752,"10/4/2018, 3:52 AM",2018,10,0752,"10/4/2018, 7:52 AM",340 LAKE AVE,Rochester,NY,271,Lake,Office,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Other Retail Store,271,Lake,1
"409 Linden St, Rochester, NY, 14620",409 LINDEN ST,2018-00213628,2018,8,1715,"8/30/2018, 1:15 PM",2018,8,1720,"8/30/2018, 1:20 PM",2018,8,1719,"8/30/2018, 5:19 PM",409 LINDEN ST,Rochester,NY,265,Goodman,Office,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Garage/Shed,265,Goodman,5
"421 Central Park, Rochester, NY, 14605",421 CENTRAL PARK,2018-00230502,2018,9,0427,"9/17/2018, 12:27 AM",2018,9,0427,"9/17/2018, 12:27 AM",2018,9,1432,"9/17/2018, 2:32 PM",421 CENTRAL PARK,Rochester,NY,297,Clinton,Office,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Grocery/Supermarket,297,Clinton,7
"421 Central Park, Rochester, NY, 14605",421 CENTRAL PARK,2018-00230502,2018,9,0427,"9/17/2018, 12:27 AM",2018,9,0427,"9/17/2018, 12:27 AM",2018,9,1432,"9/17/2018, 2:32 PM",421 CENTRAL PARK,Rochester,NY,297,Clinton,Office,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Grocery/Supermarket,297,Clinton,7
"15 Myrtle Hill Park, Rochester, NY, 14606",15 MYRTLE HILL PARK,2018-00227874,2018,9,2300,"9/13/2018, 7:00 PM",2018,9,0630,"9/14/2018, 2:30 AM",2018,9,1701,"9/14/2018, 5:01 PM",15 MYRTLE HILL PARK,Rochester,NY,261,Lake,Office,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Garage/Shed,261,Lake,1
"11 Diamond Pl, Rochester, NY, 14609",11 DIAMOND PL,2018-00213526,2018,8,1700,"8/29/2018, 1:00 PM",2018,8,1508,"8/30/2018, 11:08 AM",2018,8,1508,"8/30/2018, 3:08 PM",11 DIAMOND PL,Rochester,NY,215,Goodman,Office,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,Burglary,Attempted,* No Weapon Specified *,* No Larceny Type Specified *,Garage/Shed,215,Goodman,5
"600 Meigs St, Rochester, NY, 14620",600 MEIGS ST,2018-00219156,2018,9,0000,"9/4/2018, 8:00 PM",2018,9,0800,"9/5/2018, 4:00 AM",2018,9,1456,"9/5/2018, 2:56 PM",600 MEIGS ST,Rochester,NY,265,Goodman,Office,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Garage/Shed,265,Goodman,5
"53 Cummings St, Rochester, NY, 14609",53 CUMMINGS ST,2018-00238843,2018,9,0920,"9/26/2018, 5:20 AM",2018,9,0920,"9/26/2018, 5:20 AM",2018,9,0920,"9/26/2018, 9:20 AM",53 CUMMINGS ST,Rochester,NY,205,Goodman,Cleared by Arrest - Adult,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,205,Goodman,5
"460 East Ave, Rochester, NY, 14607",460 EAST AVE,2018-00224253,2018,9,0248,"9/10/2018, 10:48 PM",2018,9,0251,"9/10/2018, 10:51 PM",2018,9,0315,"9/11/2018, 3:15 AM",460 EAST AVE,Rochester,NY,245,Goodman,Cleared by Arrest - Adult,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,245,Goodman,5
"4 Meigs St, Rochester, NY, 14607",4 MEIGS ST,2018-00252407,2018,10,2325,"10/11/2018, 7:25 PM",2018,10,2331,"10/11/2018, 7:31 PM",2018,10,2331,"10/11/2018, 11:31 PM",4 MEIGS ST,Rochester,NY,245,Goodman,Office,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Garage/Shed,245,Goodman,5
"59 Orange St, Rochester, NY, 14608",59 ORANGE ST,2018-00246225,2018,10,1500,"10/4/2018, 11:00 AM",2018,10,1900,"10/4/2018, 3:00 PM",2018,10,2017,"10/4/2018, 8:17 PM",59 ORANGE ST,Rochester,NY,291,Lake,Office,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,291,Lake,1
"148 Adams St, Rochester, NY, 14608",148 ADAMS ST,2018-00219266,2018,9,0820,"9/4/2018, 4:20 AM",2018,9,2300,"9/4/2018, 7:00 PM",2018,9,1650,"9/5/2018, 4:50 PM",148 ADAMS ST,Rochester,NY,209,Central,Office,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Garage/Shed,209,Central,9
"104 Dix St, Rochester, NY, 14606",104 DIX ST,2018-00224196,2018,9,0025,"9/10/2018, 8:25 PM",2018,9,0025,"9/10/2018, 8:25 PM",2018,9,0025,"9/11/2018, 12:25 AM",104 DIX ST,Rochester,NY,261,Lake,Cleared by Arrest - Adult,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,Burglary,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,261,Lake,1
